spu_pk,product_title,source_product_id,source_platform,source_unit_cost,source_min_unit_cost,source_max_unit_cost,status,source_item_url
324,2026夏季新款韩版短袖T恤时尚百搭凉感速干冰丝短袖男潮牌男装潮,1736527295109498103,1688,38.0000,38.0000,38.0000,success,http://detail.1688.com/offer/1051418865857.html
130,2026夏季男士新款潮流百搭休闲时尚百搭圆领T血6266,1737132931666380023,1688,45.0000,45.0000,45.0000,success,http://detail.1688.com/offer/1047406343875.html
156,2026夏季男士新款潮流百搭休闲时尚百搭圆领T血6266,1047406343875,1688,,,,fail,http://detail.1688.com/offer/1047406343875.html
178,2026夏季男士时尚潮设计感透气流破洞印染男士短袖体恤男,1737118845948167415,1688,41.0000,41.0000,41.0000,success,http://detail.1688.com/offer/1042665141384.html
111,2026夏季男士时尚潮设计感透气流破洞印染男士短袖体恤男,1737133181577364727,1688,41.0000,41.0000,41.0000,success,http://detail.1688.com/offer/1042665141384.html
212,2026夏季美式高级经典街头水洗复古纯棉休闲百搭痞帅潮牌潮流短袖,1737041414518244599,1688,42.0000,42.0000,42.0000,success,http://detail.1688.com/offer/1047477400795.html
289,2026夏新款t恤翻领短袖男款珠地男士polo衫,1736880202478748919,1688,20.9600,20.9600,29.9200,success,http://detail.1688.com/offer/1068736148692.html
106,2026夏款男士圆领短袖休闲薄款T恤户外透气弹力夏季印花潮流迷彩,1737133200968680695,1688,33.8000,33.8000,33.8000,success,http://detail.1688.com/offer/1047858038849.html
198,2026夏款男士圆领短袖休闲薄款T恤户外透气弹力夏季印花潮流迷彩,1047858038849,1688,,,,fail,http://detail.1688.com/offer/1047858038849.html
160,2026夏款男士圆领短袖休闲薄款T恤户外透气弹力夏季印花潮流迷彩,1737119096429839607,1688,33.8000,33.8000,33.8000,success,http://detail.1688.com/offer/1047858038849.html
112,2026帅气时尚复古盘扣新款镂空丝爽中青年男士短恤,1737133032585266423,1688,40.0000,40.0000,40.0000,success,http://detail.1688.com/offer/1037115697764.html
174,2026帅气时尚复古盘扣新款镂空丝爽中青年男士短恤,1737118832590947575,1688,40.0000,40.0000,40.0000,success,http://detail.1688.com/offer/1037115697764.html
225,2026年原版轻奢风精品休闲短袖男,1737041264478094583,1688,32.0000,32.0000,32.0000,success,http://detail.1688.com/offer/1069149179943.html
295,2026年夏季新款男士纯色短袖简约款亲肤不掉色休闲装上衣一件代发,1736880084900087031,1688,70.0000,70.0000,70.0000,success,http://detail.1688.com/offer/1065916806068.html
133,2026新款圆领男士扎染短袖T恤夏季百搭透气半袖轻奢休闲潮打底衫,1737132888855250167,1688,40.0000,40.0000,40.0000,success,http://detail.1688.com/offer/1041401156481.html
168,2026新款圆领男士扎染短袖T恤夏季百搭透气半袖轻奢休闲潮打底衫,1737118974970594551,1688,40.0000,40.0000,40.0000,success,http://detail.1688.com/offer/1041401156481.html
135,2026新款时尚撞色圆领T恤男士夏季休闲宽松半袖上衣潮流,1737132859516224759,1688,48.0000,48.0000,48.0000,success,http://detail.1688.com/offer/1041507009499.html
141,2026新款时尚撞色圆领T恤男士夏季休闲宽松半袖上衣潮流,1041507009499,1688,,,,fail,http://detail.1688.com/offer/1041507009499.html
335,2026新款潮牌体恤水墨烧花竖条设计感宽松男生短袖休闲T恤上衣,1736496397496714487,1688,31.0000,31.0000,31.0000,success,http://detail.1688.com/offer/1059089418082.html
235,2026新款短袖T恤男夏季宽松休闲情侣半袖体恤潮吸湿排汗透气防晒,1737033375149032695,1688,29.0000,29.0000,29.0000,success,http://detail.1688.com/offer/1047319403205.html
229,2026新款简欧轻奢男士短袖T恤夏季时尚字母短袖百搭半袖上衣,1737041185010975991,1688,33.0000,33.0000,33.0000,success,http://detail.1688.com/offer/1067573497231.html
243,2026新款轻奢刺绣翻领POLO衫男夏季修身短袖青年潮流百搭上衣,1737016796563735799,1688,31.0000,31.0000,31.0000,success,http://detail.1688.com/offer/1045914391922.html
251,2026新款轻奢刺绣翻领POLO衫男夏季修身短袖青年潮流百搭上衣,1045914391922,1688,,,,fail,http://detail.1688.com/offer/1045914391922.html
332,2026春夏款字母满天星破洞短袖t恤轻奢潮流半袖圆领上衣显瘦帅气,1736496292895818999,1688,8.5000,8.5000,24.3000,success,http://detail.1688.com/offer/1022198744927.html
245,2026春年夏季新款冰丝圆领短袖,1737021601307657463,1688,30.0000,30.0000,30.0000,success,http://detail.1688.com/offer/1033155040229.html
340,2026水墨条男款高定印花上衣短袖透气爆款轻奢半袖圆领百搭,1736487060747683063,1688,27.0000,27.0000,27.0000,success,http://detail.1688.com/offer/1039588584392.html
147,2026爆款   夏季男士新款潮流百搭休闲时尚百搭圆领T血,1048861575831,1688,,,,fail,http://detail.1688.com/offer/1048861575831.html
122,2026爆款   夏季男士新款潮流百搭休闲时尚百搭圆领T血,1737132973700711671,1688,47.0000,47.0000,47.0000,success,http://detail.1688.com/offer/1048861575831.html
204,2026男士撞色条纹短袖百搭针织衫夏季新款t恤冰丝上衣代发批发,1737041699200140535,1688,60.0000,60.0000,60.0000,success,http://detail.1688.com/offer/1034880787781.html
216,2026高档夏男圆领冰丝针织短袖T恤时尚百搭半袖体恤男一件代发,1737041389289768183,1688,60.0000,60.0000,60.0000,success,http://detail.1688.com/offer/1043267333083.html
258,Áo Polo Nam Tay Ngắn Thêu Chữ Dáng Ôm Phong Cách Hàn Quốc Th,1737015884475892983,1688,44.0000,44.0000,44.0000,success,http://detail.1688.com/offer/922522381945.html
257,Áo Polo Nam Tay Ngắn Thêu Hoa Cổ Bẻ Phong Cách Trẻ Trung Tho,1737015857508287735,1688,30.0000,30.0000,30.0000,success,http://detail.1688.com/offer/1042505076940.html
253,Áo Polo Nam Tay Ngắn Thêu Họa Tiết Dáng Ôm Thoáng Mát Cho Mù,1737015853965018359,1688,32.0000,32.0000,32.0000,success,http://detail.1688.com/offer/1064830876122.html
254,Áo Polo Nam Thêu Họa Tiết Cổ Bẻ Phối Màu Tay Ngắn Hè 2026 Ph,1737015669329921271,1688,29.4000,29.4000,29.4000,success,http://detail.1688.com/offer/927051474821.html
304,Áo thun nam tay ngắn mùa hè 2023 mới cổ tròn nửa tay phong c,1736537886296343799,1688,7.5000,7.5000,7.5000,success,http://detail.1688.com/offer/731211343605.html
306,CAREKOTY冰丝男士内裤2025新款迷彩裤头夏季薄款男生四角裤衩平角,1736528406107096311,1688,12.5000,12.5000,12.5000,success,http://detail.1688.com/offer/978253996093.html
308,JYF-C2307夏季宽松休闲五分裤,1736528453481563383,1688,31.0000,31.0000,34.0000,success,http://detail.1688.com/offer/904337243456.html
325,M-8XL夏季新款条纹宽松大码polo衫男短袖翻领休闲商务高档T恤上衣,1736527242804888823,1688,43.0000,43.0000,48.0000,success,http://detail.1688.com/offer/1041370359934.html
318,NASA夏季新款国风潮流水墨竹林印花短袖T恤男士宽松圆领休闲半袖,1736527406566376695,1688,25.7800,25.7800,25.7800,success,http://detail.1688.com/offer/944696574223.html
288,POLO衫男士夏季休闲上衣百搭刺绣T恤ins翻领纯色短袖刺绣polo衫男,1736880439201465591,1688,32.6800,32.6800,32.6800,success,http://detail.1688.com/offer/909986151944.html
248,polo衫短袖男士2026夏季新款修身透气刺绣男士半袖翻领T恤白色,1042763185480,1688,,,,fail,http://detail.1688.com/offer/1042763185480.html
241,polo衫短袖男士2026夏季新款修身透气刺绣男士半袖翻领T恤白色,1737017275557905655,1688,33.5000,33.5000,33.5000,success,http://detail.1688.com/offer/1042763185480.html
302,"Quần ba sọc mùa xuân thu dành cho nam, quần thể thao đa năng",1736537626447742199,1688,30.0000,30.0000,37.0000,success,http://detail.1688.com/offer/815642211942.html
314,t恤潮牌高档短袖男夏季2026新款ins宽松重磅圆领纯棉痞帅上衣体恤,1736528387391522039,1688,17.0000,17.0000,22.0000,success,http://detail.1688.com/offer/796768058235.html
299,一件代发冰丝短袖t恤男士薄款圆领印花凉感上衣潮流半袖体恤衫 群,1736537907193283831,1688,37.8000,37.8000,37.8000,success,http://detail.1688.com/offer/944063344446.html
221,三角标假两件薄款夏季男士短袖T恤潮牌休闲百搭老钱风短袖男t恤,1737041236868695287,1688,63.5000,63.5000,63.5000,success,http://detail.1688.com/offer/1068890723810.html
311,东南亚2026年新款夏季短袖T恤男潮流时尚宽松五分袖上衣休闲半袖,1736527498870097143,1688,31.0000,31.0000,31.0000,success,http://detail.1688.com/offer/1036372971681.html
336,中国风水墨山水画古风印花圆领短袖t恤男宽松上衣夏季休闲打底衫,1736496294086804727,1688,31.8800,31.8800,31.8800,success,http://detail.1688.com/offer/1025281495310.html
274,中青年正品潮流印花冰丝圆领短袖上衣男士休闲T恤夏季半袖新款,1736931205676696823,1688,26.0000,26.0000,26.0000,success,http://detail.1688.com/offer/1045146210052.html
146,【主推爆款】5588家2026年夏季圆领短袖T恤男凉感透气设计感体恤,1041399844338,1688,,,,fail,http://detail.1688.com/offer/1041399844338.html
132,【主推爆款】5588家2026年夏季圆领短袖T恤男凉感透气设计感体恤,1737132837362369783,1688,40.0000,40.0000,40.0000,success,http://detail.1688.com/offer/1041399844338.html
126,主推 青年风小满花烧花圆领短袖T恤2026夏季新品潮流青年迷彩短T,1737133037140935927,1688,31.0000,31.0000,31.0000,success,http://detail.1688.com/offer/1060480659432.html
176,主推 青年风小满花烧花圆领短袖T恤2026夏季新品潮流青年迷彩短T,1737118953778676983,1688,31.0000,31.0000,31.0000,success,http://detail.1688.com/offer/1060480659432.html
209,伊力特针织薄款条纹翻领短袖polo衫夏季男士中年莱赛尔16针套头体,1737041466919453943,1688,78.0000,78.0000,78.0000,success,http://detail.1688.com/offer/1064340304977.html
290,冰丝无痕短袖polo衫男士夏季高品质翻领休闲弹力透气免烫t恤男装,1736880196252173559,1688,37.0000,37.0000,37.0000,success,http://detail.1688.com/offer/923096258772.html
267,冰丝短袖T恤男士2026潮流时尚烫钻欧货薄款圆领体恤男装休闲上衣,1736992929987134711,1688,40.0000,40.0000,40.0000,success,http://detail.1688.com/offer/1052273615416.html
328,冰丝短袖t恤男士夏季薄款透气修身上衣服大码体恤汗衫男镂空半袖,1736496427819500791,1688,19.5500,19.5500,19.5500,success,http://detail.1688.com/offer/929992401397.html
319,冰丝透气短袖t恤男夏季时尚潮流圆领半袖休闲男装中国风薄款T恤潮,1736527322824279287,1688,46.0000,46.0000,46.0000,success,http://detail.1688.com/offer/934724441206.html
283,冰丝速干短袖T恤男士夏季潮牌宽松个性帅气圆领薄款半袖T恤上衣,1736929955366339831,1688,24.0000,24.0000,24.0000,success,http://detail.1688.com/offer/947354299345.html
244,凉感珠地棉刺绣polo衫男士夏季休闲商务短袖翻领T恤冰丝保罗上衣t,1063227382847,1688,,,,fail,http://detail.1688.com/offer/1063227382847.html
246,凉感珠地棉刺绣polo衫男士夏季休闲商务短袖翻领T恤冰丝保罗上衣t,1737017137066837239,1688,25.4000,25.4000,32.5000,success,http://detail.1688.com/offer/1063227382847.html
294,华杰龙棉质新款男士内裤印花批发中腰男大码透气男士平角裤可代发,1736528523057464567,1688,9.2500,9.2500,21.2500,success,http://detail.1688.com/offer/976448023404.html
118,圆领休闲男装2025夏季新款男士短袖T恤纯色上衣时尚日常短袖男装,1737133074568217847,1688,62.0000,62.0000,62.0000,success,http://detail.1688.com/offer/1038771880606.html
179,圆领休闲男装2025夏季新款男士短袖T恤纯色上衣时尚日常短袖男装,1737118864672851191,1688,62.0000,62.0000,62.0000,success,http://detail.1688.com/offer/1038771880606.html
322,夏季扎染短袖套装男夏季休闲轻奢破洞薄款背心无袖t恤短裤两件套,1736496376479712503,1688,41.9200,41.9200,85.0000,success,http://detail.1688.com/offer/1046384655065.html
313,夏季新款亮闪破洞短袖T恤男女时尚潮流轻奢裂变宽松百搭圆领半袖t,1736528365925729527,1688,32.0000,32.0000,32.0000,success,http://detail.1688.com/offer/1036853085530.html
139,夏季新款撞色枫叶印花男士T恤时尚休闲复古圆领短袖百搭潮流半袖,1737132723503858935,1688,31.0000,31.0000,31.0000,success,http://detail.1688.com/offer/1049791792459.html
148,夏季新款撞色枫叶印花男士T恤时尚休闲复古圆领短袖百搭潮流半袖,1049791792459,1688,,,,fail,http://detail.1688.com/offer/1049791792459.html
275,夏季新款时尚碎花刺绣POLO衫男短袖潮流简约痞帅百搭翻领半袖,1736970215482754295,1688,30.0000,30.0000,30.0000,success,http://detail.1688.com/offer/1042505076940.html
272,夏季新款时尚碎花刺绣POLO衫男短袖潮流简约痞帅百搭翻领半袖,1042505076940,1688,,,,fail,http://detail.1688.com/offer/1042505076940.html
341,夏季新款潮牌裂变纹时尚短袖男士轻奢高定撞色ins百搭休闲半袖T恤,1736486987003102455,1688,39.0000,39.0000,39.0000,success,http://detail.1688.com/offer/1032214086407.html
297,夏季新款男士上衣薄款时尚潮流冰丝体恤透气圆领T恤短袖半袖休闲,1736541117786260727,1688,33.0000,33.0000,33.0000,success,http://detail.1688.com/offer/915526508981.html
155,夏季新款男士半拉链POLO领短袖T恤印花薄款休闲轻奢百搭翻领半袖,1057248933630,1688,,,,fail,http://detail.1688.com/offer/1057248933630.html
114,夏季新款男士半拉链POLO领短袖T恤印花薄款休闲轻奢百搭翻领半袖,1737133011046401271,1688,50.0000,50.0000,50.0000,success,http://detail.1688.com/offer/1057248933630.html
200,夏季新款男士短袖体恤酷丝绵全身印花套头圆领短袖T恤男,1052804474239,1688,,,,fail,http://detail.1688.com/offer/1052804474239.html
105,夏季新款男士短袖体恤酷丝绵全身印花套头圆领短袖T恤男,1737133225202451703,1688,39.0000,39.0000,39.0000,success,http://detail.1688.com/offer/1052804474239.html
166,夏季新款男士短袖体恤酷丝绵全身印花套头圆领短袖T恤男,1737119003628635383,1688,39.0000,39.0000,39.0000,success,http://detail.1688.com/offer/1052804474239.html
238,夏季新款短袖T恤男士时尚潮流百搭休闲短袖t恤男士夏季时尚欧短袖,1737021544839611639,1688,34.0000,34.0000,34.0000,success,http://detail.1688.com/offer/1053836757309.html
140,夏季新款薄款圆领字母彩色短袖T恤男士时尚百搭宽松男装上衣打底,1737132821186839799,1688,40.0000,40.0000,40.0000,success,http://detail.1688.com/offer/1045105206588.html
151,夏季新款薄款圆领字母彩色短袖T恤男士时尚百搭宽松男装上衣打底,1045105206588,1688,,,,fail,http://detail.1688.com/offer/1045105206588.html
192,夏季新款轻奢高档冰感男士短袖t恤潮流帅气修身男装中青年上衣服,1040131522399,1688,,,,fail,http://detail.1688.com/offer/1040131522399.html
158,夏季新款轻奢高档冰感男士短袖t恤潮流帅气修身男装中青年上衣服,1737119197972956407,1688,49.0000,49.0000,49.0000,success,http://detail.1688.com/offer/1040131522399.html
116,夏季新款轻奢高档冰感男士短袖t恤潮流帅气修身男装中青年上衣服,1737133139389351159,1688,49.0000,49.0000,49.0000,success,http://detail.1688.com/offer/1040131522399.html
301,夏季日系扎染印花短袖衬衫男士潮流行文艺宽松休闲高级感男款外套,1736537900706596087,1688,24.8000,24.8000,24.8000,success,http://detail.1688.com/offer/923259459004.html
331,夏季时尚宽松美式潮流ins条纹设计感短袖T恤男日系清新风格上衣服,1736496296331805943,1688,21.0000,21.0000,21.0000,success,http://detail.1688.com/offer/956606934428.html
128,夏季棉质条纹短袖T恤男设计感体恤2026年,1737132958337107191,1688,65.0000,65.0000,65.0000,success,http://detail.1688.com/offer/1056696268242.html
189,夏季棉质条纹短袖T恤男设计感体恤2026年,1737118687515215095,1688,65.0000,65.0000,65.0000,success,http://detail.1688.com/offer/1056696268242.html
286,夏季热销款轻奢冰丝男士短袖轻奢翻领时尚无痕透气POLO衫一件代发,1736929615388574967,1688,37.0000,37.0000,37.0000,success,http://detail.1688.com/offer/1050146975071.html
213,夏季爆款高品质伊力特针织欧货短袖T恤,1737041315589031159,1688,61.0000,61.0000,61.0000,success,http://detail.1688.com/offer/1035707786755.html
281,夏季男士条纹圆领凉感透气半袖提花个性潮流星星印花短袖T恤休闲,1736929978566214903,1688,36.0000,36.0000,36.0000,success,http://detail.1688.com/offer/1048073726747.html
108,夏季男士潮牌短袖t恤2025年烧花冰丝体桖宽松冰感男装潮流上衣服,1737133191394657527,1688,47.0000,47.0000,47.0000,success,http://detail.1688.com/offer/895829176553.html
197,夏季男士潮牌短袖t恤2025年烧花冰丝体桖宽松冰感男装潮流上衣服,895829176553,1688,,,,fail,http://detail.1688.com/offer/895829176553.html
154,夏季男士潮牌短袖t恤2025年烧花冰丝体桖宽松冰感男装潮流上衣服,1737119194222068983,1688,47.0000,47.0000,47.0000,success,http://detail.1688.com/offer/895829176553.html
264,夏季男士短袖t恤薄冰丝潮流提花体恤新加肥大速干凉感衣,967174746328,1688,,,,fail,http://detail.1688.com/offer/967174746328.html
261,夏季男士短袖蓝色条纹短袖衬衫外套宽松日系肌理感男生少年感衬衣,1737004604188755191,1688,39.0000,39.0000,39.0000,success,http://detail.1688.com/offer/1063354131718.html
316,夏季男士老钱风美拉德棕翻领短袖POLO衫品质男装5196,1736527505548543223,1688,40.0000,40.0000,40.0000,success,http://detail.1688.com/offer/1057343263391.html
134,夏季男装拼接撞色短袖t恤2026重磅美式潮牌圆领男士圆领体恤上衣,1737132824578721015,1688,28.0000,28.0000,28.0000,success,http://detail.1688.com/offer/1047629420534.html
149,夏季男装拼接撞色短袖t恤2026重磅美式潮牌圆领男士圆领体恤上衣,1047629420534,1688,,,,fail,http://detail.1688.com/offer/1047629420534.html
170,夏季短袖男士t恤新款格纹体恤青年时尚印花圆领半袖休闲男装百搭,1737118893609747703,1688,69.0000,69.0000,69.0000,success,http://detail.1688.com/offer/897412464302.html
138,夏季短袖男士t恤新款格纹体恤青年时尚印花圆领半袖休闲男装百搭,1737132824240489719,1688,69.0000,69.0000,69.0000,success,http://detail.1688.com/offer/897412464302.html
228,夏季薄款冰麻短袖T恤伊力特高档针织半袖上衣,1737041188433855735,1688,66.0000,66.0000,66.0000,success,http://detail.1688.com/offer/1052543543094.html
339,夏季薄款破洞水墨画设计感短袖男士潮牌轻奢字母刺绣圆领休闲T恤,1736487234788033783,1688,33.0000,33.0000,33.0000,success,http://detail.1688.com/offer/922915512827.html
284,夏季轻奢刺绣短袖Polo衫男修身休闲商务百搭织带翻领薄款修身T恤,1736880325653857527,1688,40.0000,40.0000,40.0000,success,http://detail.1688.com/offer/915225510986.html
309,夏季重磅男士扎染脏脏短袖轻薄透气简约宽松T恤时尚百搭圆领半袖,1736528362482140407,1688,28.8800,28.8800,28.8800,success,http://detail.1688.com/offer/1026855709234.html
334,夏季高品质短袖复古撞色烧花破洞百搭宽松T恤男圆领字母休闲上衣,1736496270560691447,1688,35.0000,35.0000,35.0000,success,http://detail.1688.com/offer/1053414790675.html
330,夏季高品质短袖时尚撞色烧花破洞百搭宽松T恤男圆领上衣,1736496392273233143,1688,36.0000,36.0000,36.0000,success,http://detail.1688.com/offer/1054704171896.html
129,户外风 拉链双口袋圆领短袖T恤衫2026夏季新品潮流青年必备短T,1737132920496358647,1688,47.0000,47.0000,47.0000,success,http://detail.1688.com/offer/1030845086586.html
190,户外风 拉链双口袋圆领短袖T恤衫2026夏季新品潮流青年必备短T,1737118749632070903,1688,47.0000,47.0000,47.0000,success,http://detail.1688.com/offer/1030845086586.html
230,抖音爆款时尚棉水印轻奢短袖,1737038360692753655,1688,38.0000,38.0000,38.0000,success,http://detail.1688.com/offer/1031725691651.html
227,抖音爆款男士冰感针织短袖T恤轻奢休闲老钱风,1737040822772270327,1688,64.0000,64.0000,64.0000,success,http://detail.1688.com/offer/1046920017313.html
206,新款夏季潮流圆领修身休闲时尚韩版薄款百搭帅气针织短袖,1737041843682313463,1688,50.0000,50.0000,50.0000,success,http://detail.1688.com/offer/1028183650710.html
145,新款夏季潮流圆领修身休闲时尚韩版薄款百搭帅气针织短袖,1737119660227134711,1688,50.0000,50.0000,50.0000,success,http://detail.1688.com/offer/1028183650710.html
164,新款夏季男士美式圆领轻奢潮牌宽松扎染印花短袖大码T恤上衣,1737118981019632887,1688,37.0000,37.0000,37.0000,success,http://detail.1688.com/offer/1038397407641.html
136,新款夏季男士美式圆领轻奢潮牌宽松扎染印花短袖大码T恤上衣,1737132892963505399,1688,37.0000,37.0000,37.0000,success,http://detail.1688.com/offer/1038397407641.html
293,新款男士冰丝内裤网孔无痕提花平角裤简约纯色男生夏季运动四角裤,1736541099503551735,1688,9.5000,9.5000,9.5000,success,http://detail.1688.com/offer/906209833088.html
110,新款男士肌理冰丝T恤圆领短袖夏季百搭时尚舒适潮流体恤半袖上衣,1737133185910015223,1688,25.0000,25.0000,25.0000,success,http://detail.1688.com/offer/1050236388766.html
153,新款男士肌理冰丝T恤圆领短袖夏季百搭时尚舒适潮流体恤半袖上衣,1737119253635958007,1688,25.0000,25.0000,25.0000,success,http://detail.1688.com/offer/1050236388766.html
196,新款男士肌理冰丝T恤圆领短袖夏季百搭时尚舒适潮流体恤半袖上衣,1050236388766,1688,,,,fail,http://detail.1688.com/offer/1050236388766.html
222,时尚t恤男子3d印刷男子服装街头设计师短袖超大顶t恤日常休闲,1737040989089531127,1688,27.0000,27.0000,27.0000,success,http://detail.1688.com/offer/1064935211711.html
223,时尚条纹圆领短袖男t恤夏季新款潮流简约撞色百搭休闲男款短袖t恤,1737041229560448247,1688,58.5000,58.5000,58.5000,success,http://detail.1688.com/offer/1053066269549.html
233,条纹短袖T恤男夏季薄款圆领休闲帅气短袖T恤潮流上衣服透气打底衫,1737021663432246519,1688,36.0000,36.0000,36.0000,success,http://detail.1688.com/offer/1047977398451.html
317,松弛老钱风度假亚麻短裤男士夏季薄款休闲沙滩裤亚麻轻薄五分中裤,1736527457957676279,1688,30.0000,30.0000,30.0000,success,http://detail.1688.com/offer/1039040559356.html
300,欧式雄狮冰丝无痕男士内裤夏季透气舒适男生时尚高级感中腰平角裤,1736537726529078519,1688,13.5000,13.5000,13.5000,success,http://detail.1688.com/offer/940435722239.html
131,欧洲站男生夏季短袖重磅T恤衫宽松扎染刺绣潮牌t恤男半袖oversize,1737132839630308599,1688,33.4000,33.4000,33.4000,success,http://detail.1688.com/offer/1043766107139.html
183,欧洲站男生夏季短袖重磅T恤衫宽松扎染刺绣潮牌t恤男半袖oversize,1737118760768799991,1688,33.4000,33.4000,33.4000,success,http://detail.1688.com/offer/1043766107139.html
220,欧货男士圆领印花短袖T恤时尚修身薄款弹力个性休闲百搭半袖上衣,1737040996353082615,1688,33.0000,33.0000,33.0000,success,http://detail.1688.com/offer/1068402038346.html
226,欧货轻奢夏季新款男士圆领短袖T恤时尚百搭潮流印花休闲上衣薄款,1737041270198469879,1688,33.0000,33.0000,33.0000,success,http://detail.1688.com/offer/1069409454700.html
249,江富polo衫夏季高级感小刺绣短袖男士新休闲透气百搭polo衫男短袖,1040445625686,1688,,,,fail,http://detail.1688.com/offer/1040445625686.html
242,江富polo衫夏季高级感小刺绣短袖男士新休闲透气百搭polo衫男短袖,1737017438582768887,1688,30.7000,30.7000,30.7000,success,http://detail.1688.com/offer/1040445625686.html
247,江富新款夏季polo衫短袖男士休闲翻领痞帅修身百搭上衣t恤潮刺绣,1737016749786105079,1688,35.5000,35.5000,35.5000,success,http://detail.1688.com/offer/1046282570749.html
256,江富新款夏季polo衫短袖男士休闲翻领痞帅修身百搭上衣t恤潮刺绣,1046282570749,1688,,,,fail,http://detail.1688.com/offer/1046282570749.html
152,潮流闪电图案短袖男士t恤薄款透气破洞复古美式高档圆领体恤夏季,1045143374789,1688,,,,fail,http://detail.1688.com/offer/1045143374789.html
123,潮流闪电图案短袖男士t恤薄款透气破洞复古美式高档圆领体恤夏季,1737132995746825463,1688,36.0000,36.0000,36.0000,success,http://detail.1688.com/offer/1045143374789.html
296,爆款已起量 半拉链短袖T恤男夏季2026年新款重磅透气铆钉体恤上衣,1736541767284786423,17zwd,20.0000,20.0000,20.0000,success,http://xt.17zwd.com/item.htm?GID=164607029
303,琥珀流光轻奢高级感男士内裤100A抑菌男生平角四角裤无痕性感裤衩,1736528578493056247,1688,10.0000,10.0000,10.0000,success,http://detail.1688.com/offer/971299536516.html
236,男士2026夏季时尚水墨印花潮款男休闲百搭透气圆领宽松t恤,1737033310875452663,1688,36.0000,36.0000,36.0000,success,http://detail.1688.com/offer/1048685932936.html
214,男士修身纯色线条圆领短袖体恤衫夏季潮牌百搭青年休闲简约上衣服,1737041278564730103,1688,31.0000,31.0000,31.0000,success,http://detail.1688.com/offer/1064147419026.html
312,男士内裤冰丝男生高档四角裤运动平角网孔批发男式裤头男士短裤,1736527462296421623,1688,9.5000,9.5000,9.5000,success,http://detail.1688.com/offer/1063196212536.html
237,男士夏季冰丝提花时尚短袖T恤,1737021672601257207,1688,42.0000,42.0000,42.0000,success,http://detail.1688.com/offer/1064078318818.html
